254790	1	4000
254790	3	100
254833	1	4000
254833	126	200
254833	317	100
254879	1	4000
254879	33	100
254905	1	4000
254905	39	200
254906	1	200
254913	1	4000
254914	6	4000
256674	1	2400
257461	1	12000
257461	35	2400
257461	38	3000
257461	69	2400
257804	1	800
257804	6	2400
257816	1	2400
258159	1	2400
258312	1	2400
258313	1	2400
258319	1	800
259464	1	80
259453	1	80
259456	1	80
259457	1	80
259458	1	80
260627	1	3000
260627	4	700
260627	108	1000
260627	128	700
260627	213	1000
260627	575	700
253946	1	50
253952	1	50
254229	6	4000
254380	8	4000
254380	9	100
254415	1	1000
254416	1	262139
254416	40	100
254608	1	100
254608	515	100
254608	656	100
257612	1	800
257613	1	2400
260478	1	1450
272612	1	0
272617	1	0
272674	1	0
272674	21	4
272761	1	4
251161	1	0
251167	1	2000
251252	1	2000
251493	1	0
251493	6	2000
251499	1	2000
251521	1	2000
251548	1	0
251548	28	2000
254280	1	50
254283	5	4000
254283	9	50
254284	43	50
254437	1	4000
254437	4	262139
254437	54	100
254437	65	100
254450	1	100
254458	1	100
256730	1	800
257487	1	12000
257487	13	2400
257821	1	2400
257968	1	12000
257968	7	2400
257968	11	12000
257968	12	2400
258129	1	12000
258129	17	2400
258152	1	12000
258155	1	12000
258155	14	2400
258156	1	800
258157	1	2400
258210	1	3000
258213	1	12000
258213	12	2400
258287	1	2400
258434	1	2400
258432	1	2400
258440	1	2400
258442	1	800
258443	1	2400
258444	1	2400
258446	1	2400
258448	1	2400
258656	1	1500
258656	70	800
258690	1	1500
259721	1	200
272760	1	0
272760	11	4
272774	1	0
272774	10	8
272771	1	0
272771	4	4
272775	1	8
272775	119	4
272775	125	8
272776	1	8
272776	37	4
272776	48	8
272829	1	30
272828	1	40
272828	50	30
272827	1	0
272827	12	40
256925	1	3000
256926	1	3000
256926	41	2400
260571	1	700
260568	None	1
260572	1	700
260576	1	700
260577	1	700
260570	1	700
260575	1	700
272922	1	0
272922	19	700
272924	1	1
272927	1	1
272927	11	700
272927	64	1
272929	None	1
272930	1	40
272930	17	28000
272930	156	0
272930	160	28000
272921	1	0
272923	1	700
272925	None	1
272926	1	1
272936	1	40
272935	1	0
272935	5	40
272935	30	0
272935	66	40
273017	1	0
273017	11	40
273063	1	40
273012	1	0
273012	5	0
273013	1	40
273136	1	0
273136	4	40
251163	1	2000
251562	1	2000
251604	1	0
251604	16	2000
251633	5	65537
251635	31	65537
256865	1	2400
256866	1	2400
256867	1	2400
256867	26	800
256867	55	2400
256867	56	800
256868	1	800
256868	382	2400
256869	1	2400
256924	1	12000
256924	11	3000
257682	1	2400
257682	75	800
257751	1	2400
258174	1	12000
258174	22	2400
258174	161	3000
258175	1	2400
258177	1	2400
258211	1	12000
258214	1	2400
258215	1	2400
258282	1	12000
272907	1	0
272907	12	4
272908	1	0
272908	5	4
273006	1	0
273006	4	0
273138	1	40
273150	1	0
273150	4	40
273150	40	28000
273143	1	1
273145	1	1
273142	None	1
273146	1	40
273158	1	28000
273158	17	40
273158	32	28000
273276	1	0
253887	43	50
254279	1	4000
254279	5	50
254279	9	4000
254279	10	50
256842	1	12000
256842	6	2400
258742	1	1500
258749	1	1500
258750	1	1500
258959	1	6000
258959	12	800
272681	1	0
272681	11	140000
272682	1	0
272680	1	4
272680	13	40
272728	1	0
272728	58	0
272728	104	4
272729	1	4
272746	1	0
272747	1	0
272748	1	0
272748	9	4
272750	1	4
272762	1	4
272786	1	4
272787	1	4
272782	1	0
272782	48	8
272785	1	4
272784	1	4
272783	1	8
272798	1	12
272798	90	8
272791	1	0
272791	21	4
272809	1	0
272814	1	0
272818	1	30
272807	1	0
272812	1	40
272816	1	30
272811	1	40
272815	1	0
272815	6	30
254282	6	4000
254282	9	50
254289	1	50
256935	1	12000
256935	2	2400
256936	1	2400
256941	1	2400
257024	1	12000
257398	1	2400
257399	1	2400
257460	1	12000
257490	1	2400
257529	1	12000
257529	4	2400
257529	11	12000
257529	12	2400
257598	1	2400
257599	2	2400
258335	1	2400
258403	1	12000
258403	9	2400
258403	18	12000
258403	19	2400
258423	1	2400
258425	1	2400
258427	1	2400
258428	1	2400
258703	1	1500
258703	262	800
260583	1	3000
260583	3	700
254230	1	1000
254230	21	50
254232	1	50
256629	1	2400
256630	1	2400
256672	1	12000
256672	7	2400
256673	1	2400
251522	1	2000
251523	1	2000
251559	1	0
251559	65	2000
251560	1	2000
251561	1	2000
251612	1	0
251612	11	2000
251636	1	65537
251640	1	2000
254293	1	50
254294	1	50
254308	1	50
254310	1	50
254362	1	100
257027	1	2400
257397	1	2400
257400	1	2400
257824	1	2400
258310	1	3000
272023	1	0
251121	1	65537
253947	1	50
253948	1	50
253950	1	50
253954	1	4000
253954	6	50
254226	18	50
254290	1	50
254292	1	50
254306	1	4000
254306	7	50
254306	10	4000
254306	11	50
254307	1	50
257805	1	2400
259636	1	3000
259636	2	700
259636	6	3000
259636	7	700
259636	51	400
259637	1	3000
259637	4	400
259686	1	400
259683	1	700
259685	1	700
259685	400	400
259682	1	700
259681	1	3000
259681	5	700
260533	1	400
260534	1	400
260538	1	400
260532	1	700
260532	686	400
260510	1	262139
260510	19	6000
260528	1	6000
260540	1	400
260536	1	400
260507	1	262139
260541	1	400
260527	1	6000
260593	1	3000
260593	3	700
260593	7	3000
260593	8	700
260727	1	3000
260722	None	1
260723	None	1
251637	1	65537
251638	1	0
251638	6	2000
251638	8	0
251638	9	2000
251643	1	2000
251721	1	2000
251721	3	2000
251721	90	2000
251721	98	2000
251864	1	2000
251864	20	2000
252126	5	2000
252126	6	2000
252126	31	2000
253886	8	1000
253886	11	50
253888	76	50
253890	104	50
253890	161	50
253890	204	100
253890	240	100
253890	253	50
253943	1	4000
254368	1	100
254453	1	100
254530	1	4000
254530	4	100
254530	6	4000
254530	7	100
254532	1	100
254852	1	4000
254852	55	100
259626	1	6000
259626	98	400
259811	1	400
259820	1	400
259820	16	700
259820	18	400
259820	19	700
259820	87	400
259818	1	400
259821	1	400
259810	1	700
259810	112	400
259810	227	700
259812	1	400
259813	1	400
259809	1	700
259817	1	400
259822	1	400
259822	75	700
259822	232	400
259822	233	700
251164	7	2000
251251	1	2000
251251	2	2000
253944	1	4000
253944	10	50
254231	1	50
254607	1	4000
254607	6	100
256734	1	2400
256843	1	2400
257645	1	2400
257825	1	2400
258125	1	12000
258692	1	1500
258694	1	1500
258705	1	800
258706	1	800
258712	1	800
258713	1	800
258714	1	800
258741	1	1500
259884	1	3000
259884	11	400
259884	41	700
259884	82	400
259884	115	700
259891	1	400
259890	1	700
259890	23	400
251781	1	2000
251781	16	2000
252102	1	2000
252102	3	2000
252116	1	2000
252116	34	2000
252116	43	262139
252116	91	2000
254459	1	100
254512	1	100
256727	1	2400
256796	1	3000
256798	1	2400
257025	1	3000
258445	1	2400
258655	1	6000
258655	6	800
258655	10	1500
